,latitude,longitude,station id,station name,nhood id
202,40.70717936,-74.00887308,360,William St & Pine St,3
203,40.7546011026,-73.971878855,228,E 48 St & 3 Ave,11
204,40.68216564,-73.95399026,436,Hancock St & Bedford Ave,12
205,40.69196566,-73.9813018,239,Willoughby St & Fleet St,2
206,40.751872999999996,-73.97770600000003,519,Pershing Square North,11
207,40.71910537,-73.99973337,268,Howard St & Centre St,3
208,40.67890679,-73.94142771,3041,Kingston Ave & Herkimer St,12
209,40.70905623,-74.01043382,195,Liberty St & Broadway,3
210,40.70877084,-73.95095259,3077,Stagg St & Union Ave,10
211,40.74173969,-73.99415556,435,W 21 St & 6 Ave,4
212,40.72405549,-74.00965965,328,Watts St & Greenwich St,3
213,40.76269882,-73.99301222,495,W 47 St & 10 Ave,5
214,40.75097711,-73.98765428,267,Broadway & W 36 St,8
215,40.72621788,-73.98379855,432,E 7 St & Avenue A,10
216,40.744219,-73.97121214,501,FDR Drive & E 35 St,11
217,40.72779126,-73.98564945,438,St Marks Pl & 1 Ave,10
218,40.74901271,-73.98848395,505,6 Ave & W 33 St,8
219,40.71450451,-74.00562789,330,Reade St & Broadway,3
220,40.75001986,-73.96905301,455,1 Ave & E 44 St,11
221,40.75594159,-74.0021163,525,W 34 St & 11 Ave,5
222,40.75513557,-73.98658032,465,Broadway & W 41 St,11
223,40.70365182,-74.01167797,260,Broad St & Bridge St,3
224,40.70255088,-73.98940236,2000,Front St & Washington St,2
225,40.7031724,-73.940636,3068,Humboldt St & Varet St,12
226,40.7770575,-73.97898475,3164,Columbus Ave & W 72 St,7
227,40.71103537,-73.94714303,3079,Leonard St & Grand St,10
228,40.77282817,-73.96685276,3137,5 Ave & E 73 St,9
229,40.73224119,-74.00026394,369,Washington Pl & 6 Ave,4
230,40.72079821,-73.95484712,3101,N 12 St & Bedford Ave,10
231,40.76350532,-73.97109243,3132,E 59 St & Madison Ave,9
232,40.70122128,-74.01234218,259,South St & Whitehall St,3
233,40.78720869,-73.98128127,3169,Riverside Dr & W 82 St,7
234,40.75206862,-73.96784384,516,E 47 St & 1 Ave,9
235,40.75038009,-73.98338988,485,W 37 St & 5 Ave,11
236,40.711863,-73.944024,3081,Graham Ave & Grand St,12
237,40.70510918,-73.94407279,3070,McKibbin St & Manhattan Ave,12
238,40.75255434,-73.97282625,440,E 45 St & 3 Ave,11
239,40.768254,-73.988639,513,W 56 St & 10 Ave,5
240,40.76341379,-73.99667444,508,W 46 St & 11 Ave,5
241,40.74487634,-73.99529885,446,W 24 St & 7 Ave,8
242,40.76873687,-73.96119945,3152,3 Ave & E 71 St,9
243,40.724399,-74.004704,2004,6 Ave & Broome St,3
244,40.69102925677968,-73.99183362722397,3242,Schermerhorn St & Court St,2
245,40.73704984,-73.99009296,497,E 17 St & Broadway,10
246,40.779668090073116,-73.98093044757842,3167,Amsterdam Ave & W 73 St,7
247,40.76440023,-73.96648977,3155,Lexington Ave & E 63 St,9
248,40.68764484,-73.96968902,420,Clermont Ave & Lafayette Ave,2
249,40.76584941,-73.98690506,423,W 54 St & 9 Ave,5
250,40.76780080148132,-73.96592080593109,3231,E 67 St & Park Ave,9
251,40.710451,-73.960876,532,S 5 Pl & S 4 St,1
252,40.76095756,-73.96724467,305,E 58 St & 3 Ave,9
253,40.75455731,-73.96592976,454,E 51 St & 1 Ave,9
254,40.74096374,-73.98602213,491,E 24 St & Park Ave S,8
255,40.75466591,-73.99138152,523,W 38 St & 8 Ave,8
256,40.70925562,-73.95982218,3078,Broadway & Roebling St,1
257,40.75898481399634,-73.99379968643187,3236,W 42 St & Dyer Ave,5
258,40.70853074,-73.96408963,443,Bedford Ave & S 9 St,1
259,40.75756989999999,-73.99098507,529,W 42 St & 8 Ave,5
260,40.76461837,-73.98789473,449,W 52 St & 9 Ave,5
261,40.71473993,-74.00910627,152,Warren St & Church St,3
262,40.71605866,-73.99190759,361,Allen St & Hester St,2
263,40.74937024193277,-73.99923384189607,3259,9 Ave & W 28 St,8
264,40.72185379,-74.00771779,248,Laight St & Hudson St,3
265,40.71076228,-73.99400398,408,Market St & Cherry St,2
266,40.72110063,-73.99192540000001,473,Rivington St & Chrystie St,1
267,40.71406667,-73.99293911,295,Pike St & E Broadway,2
268,40.71870987,-74.0090009,249,Harrison St & Hudson St,3
269,40.751581,-73.97791,517,Pershing Square South,11
270,40.6894932,-73.942061,3054,Greene Ave & Throop Ave,12
271,40.68691865,-73.976682,274,Lafayette Ave & Fort Greene Pl,2
272,40.75110165,-73.94073717,3129,Queens Plaza North & Crescent St,9
273,40.720873600000004,-73.98085795,150,E 2 St & Avenue C,10
274,40.71602118,-73.99974372,355,Bayard St & Baxter St,2
275,40.71173107,-73.99193043,331,Pike St & Monroe St,2
276,40.68940747,-73.96885458,258,DeKalb Ave & Vanderbilt Ave,2
277,40.76068327096592,-73.98452728986742,173,Broadway & W 49 St,11
278,40.686203000000006,-73.944694,3241,Monroe St & Tompkins Ave,12
279,40.752062306999996,-73.9816324043,153,E 40 St & 5 Ave,11
280,40.77896784,-73.97374737,3160,Central Park West & W 76 St,7
281,40.71850211,-73.98329859,349,Rivington St & Ridge St,1
282,40.71622644,-73.98261206,356,Bialystoker Pl & Delancey St,1
283,40.7160751,-73.95202900000002,3088,Union Ave & Jackson St,10
284,40.78524672,-73.97667321,3171,Amsterdam Ave & W 82 St,7
285,40.72708584,-73.95299117,3110,Meserole Ave & Manhattan Ave,10
286,40.74144387,-73.97536082,536,1 Ave & E 30 St,11
287,40.7277140777778,-74.01129573583603,3256,Pier 40 - Hudson River Park,4
288,40.72228087,-73.97668709,411,E 6 St & Avenue D,10
289,40.71044554,-73.96525063,389,Broadway & Berry St,1
290,40.7047177,-74.00926027,415,Pearl St & Hanover Square,3
291,40.7172274,-73.98802084,311,Norfolk St & Broome St,1
292,40.7728384,-73.94989233,3151,E 81 St & York Ave,6
293,40.6906495,-73.95643107,409,DeKalb Ave & Skillman St,12
294,40.72325,-73.94308000000002,3106,Driggs Ave & N Henry St,10
295,40.69237074,-73.93705428,3058,Lewis Ave & Kosciuszko St,12
296,40.73492695,-73.99200509,382,University Pl & E 14 St,4
297,40.75968085,-73.97031366,2023,E 55 St & Lexington Ave,9
298,40.715337899999994,-74.01658354,327,Vesey Pl & River Terrace,3
299,40.70224,-73.982578,418,Front St & Gold St,2
300,40.76228826,-73.98336183,500,Broadway & W 51 St,11
301,40.74571210000001,-73.98194829,472,E 32 St & Park Ave,8
302,40.71625008,-74.0091059,146,Hudson St & Reade St,3
303,40.7076449441757,-73.96841526031494,282,Kent Ave & S 11 St,1
304,40.764397100000004,-73.97371465,281,Grand Army Plaza & Central Park S,9
305,40.70530954,-74.00612572,351,Front St & Maiden Ln,3
306,40.6814598,-73.934903,3043,Lewis Ave & Decatur St,12
307,40.72743423,-73.99379025,229,Great Jones St,10
308,40.72165481,-74.00234737,2010,Grand St & Greene St,3
309,40.777507027547976,-73.98888587951659,3173,Riverside Blvd & W 67 St,7
